Count from total of 128125547 word 3-grams
4339	SALT	AND	PEPPER
129	WHAT	GOES	THROUGH
129	OUER	ONE	MILLION
129	NEWS	HAS	LEARNED
128	WILL	NOT	AFFECT
128	THEIR	OWN	UNICWE
128	THEIR	OWN	FUTURE
128	THEIR	OWN	ACCORD
128	GIUE	THEM	CREDIT
128	FROM	LAW	SCHOOL
127	WHEN	THEY	WALCED
127	WHEN	THEY	LOOCED
127	HAUE	NOT	ALWAYS
126	WHEN	THEY	PASSED
126	THERE	ARE	SIMPLY
126	SEEN	THIS	BEFORE
125	WHEN	SHE	SMILED
125	WHEN	SHE	NEEDED
125	THOSE	WHO	FOUGHT
125	THINC	THAT	SHOULD
124	THEIR	OWN	SAFETY
124	DOOR	WAS	CLOSED
123	WHEN	THEY	TRAUEL
123	WHAT	GOES	AROUND
123	WHAT	DID	HAPPEN
123	SISE	AND	STRE(I)NGTH
123	MORE	THAN	ANOTHER
123	HIGH	GAS	PRICES
123	CURE	FOR	CANCER
123	CNEW	THAT	SOMETH(I)NG
122	THOSE	WHO	THOUGHT
122	THINC	THAT	ANYONE
122	MIND	AND	SPIRIT
122	LOOC	FOR	ANOTHER
122	HAUE	YOU	SPOCEN
121	WILL	NOT	RETURN
121	WHEN	THEY	TURNED
121	HELP	ONE	ANOTHER
121	CNOW	THAT	SOUNDS
121	CNEW	SHE	SHOULD
120	WILL	NOT	BECOME
120	WHAT	THEY	EXPECT
120	THERE	ARE	LITTLE
120	THEIR	OWN	AGENDA
120	MACE	THAT	CHOICE
119	WHEN	YOU	CALLED
119	WHEN	THEY	BECAME
119	THERE	WAS	SIMPLY
119	OUER	ONE	ANOTHER
119	ONLY	LO(I)NG	ENOUGH
119	FROM	HIS	BROTHER
117	WINS	AND	LOSSES
117	SAND	AND	GRAUEL
117	OPEN	AND	HONEST
117	INTO	THIN	SLICES
117	HAUE	NOW	BECOME
117	HAUE	NOT	GOTTEN
117	FROM	HIS	NATIUE
116	WHEN	THEY	WANTED
116	WERE	YOU	SCARED
116	THERE	ARE	RUMORS
116	CEASE	AND	DESIST
115	WERE	BE(I)NG	TREATED
115	UERY	NEAR	FUTURE
115	DOWN	AND	PICCED
115	CIDS	AND	ADULTS
114	HUGS	AND	CISSES
114	HELP	YOU	DECIDE
114	HAUE	YOU	LOOCED
113	WIFE	AND	FAMILY
113	WHAT	MAY	HAPPEN
113	OUER	AND	AROUND
112	WHEN	YOU	RETURN
112	TIME	FOR	DINNER
112	JUST	SAY	SOMETH(I)NG
111	TURN	THIS	AROUND
111	JUST	SIT	AROUND
111	GAME	WAS	PLAYED
111	FAIR	AND	SCWARE
111	ARMY	AND	POLICE
110	WHEN	THEY	OPENED
110	THERE	ARE	CLEARLY
109	WHEN	SHE	PASSED
109	THOSE	WHO	STAYED
109	THEIR	OWN	ACTIONS
109	TACE	THAT	CHANCE
109	MORE	THAN	TRIPLE
109	JUST	ONE	SECOND
109	DOWN	HIS	WINDOW
108	WHEN	THEY	TALCED
108	LIFE	HAS	BECOME
108	HAUE	YOU	CHA(I)NGED
108	HAIR	WAS	PULLED
107	WHEN	YOU	FINISH
107	SAYS	YOU	SHOULD
107	NEED	FOR	GREATER
107	NEED	FOR	BETTER
107	DOOR	AND	OPENED
106	WHEN	YOU	TRAUEL
106	WHAT	YOU	ALREADY
106	THESE	ARE	CALLED
106	MADE	YOU	DECIDE
106	LICE	THIS	HAPPEN
105	WERE	NOT	AROUND
105	THEIR	OWN	SPECIOL
105	HOME	RUN	RECORD
105	DOWN	AND	LOOCED
105	DEAL(I)NG	WITH	ISSUES
104	WILL	NOT	FORGET
104	WHAT	WAS	ALREADY
104	THOSE	WHO	ALREADY
104	MACE	THEM	BETTER
104	LESS	THAN	TWENTY
104	HOME	AND	GARDEN
104	CNOW	THAT	SOMETH(I)NG
103	TACE	YOU	THROUGH
103	SEEN	HER	BEFORE
103	HERE	LO(I)NG	ENOUGH
103	GONE	FAR	ENOUGH
102	WHEN	SHE	WORCED
102	WHEN	SHE	PULLED
102	WHEN	HIS	FAMILY
102	WHAT	HAS	ALREADY
102	SAID	THEY	SHOULD
102	MUST	NOT	FORGET
102	JUST	BIG	ENOUGH
102	AWAY	WITH	SOMETH(I)NG
101	HOME	AND	OFFICE
101	HAUE	HAD	ACCESS
101	FOOD	AND	DRINCS
101	DOOR	AND	WALCED
101	DOOR	AND	LOOCED
100	WILL	NOT	PERMIT
100	THERE	WAS	ANYONE
100	THANC	YOU	ENOUGH
100	TACE	YOU	INSIDE
100	SEEN	THAT	BEFORE
100	HAUE	ANY	DOUBTS
100	GOOD	TH(I)NGS	HAPPEN
99	WHEN	YOU	DECIDE
99	WHEN	THEY	PULLED
99	WERE	NOT	AFRAID
99	SAID	HIS	CLIENT
99	OUER	TWO	MILLION
99	OTHER	TWO	GROUPS
99	HIGH	AND	MIGHTY
99	HEARD	THIS	BEFORE
99	CEEP	YOU	POSTED
98	WHEN	SHE	CAUGHT
98	SAID	THIS	BEFORE
97	YOUR	TAX	RETURN
97	WHEN	THEY	PLAYED
97	WHAT	WAS	BEHIND
97	WERE	YOU	AFRAID
97	OUER	HER	BREASTS
97	ONLY	ONE	ASPECT
97	MANY	AND	UARIED
96	WAIT	FOR	ANOTHER
96	THERE	ARE	OBUIOUS
96	THERE	ARE	LICELY
96	TURN	THAT	AROUND
96	RACE	CAR	DRIUER
96	MORE	THAN	DOUBL(I)NG
96	HAUE	EASY	ACCESS
96	FEEL	ANY	BETTER
95	WHEN	THEY	REALISE
95	WHEN	SHE	JOINED
95	WHAT	YOU	LEARNED
95	THERE	ARE	SPECIOL
95	TIME	WITH	FAMILY
95	ROOM	WAS	FILLED
95	JUST	FAR	ENOUGH
95	FROM	HER	SISTER
95	DOWN	AND	TALCED
95	CNOW	THAT	SOMEONE
94	TRIOL	FOR	MURDER
94	HAUE	YOU	ALWAYS
94	FROM	THIS	MOMENT
93	THEIR	OWN	UALUES
93	SEEN	THEM	BEFORE
93	LEAST	ONE	PARENT
92	LOST	HIS	TEMPER
91	WILL	GET	THROUGH
91	WHEN	THEY	BOUGHT
91	THOSE	WHO	SOUGHT
91	SAID	HIS	OFFICE
91	MACE	YOU	WONDER
91	HAUE	NOT	SPOCEN
91	DUR(I)NG	HIS	SECOND
90	THERE	HAD	ALWAYS
90	THERE	ARE	INDEED
90	RIS(I)NG	OIL	PRICES
90	INTO	YET	ANOTHER
90	HAND	AND	PULLED
90	FROM	MAY	THROUGH
90	FROM	HIS	SECOND
90	CASE	YOU	MISSED
89	WHEN	SHE	SHOWED
89	MIX(I)NG	AND	MATCH(I)NG
89	GIUE	HIM	SOMETH(I)NG
89	FROM	HIS	FORMER
89	DOWN	AND	PULLED
88	UERY	LOW	LEUELS
88	THEIR	OWN	FEEL(I)NGS
88	OUER	WHO	SHOULD
88	OPEN	AND	CLOSED
88	CNOW	HIM	BETTER
87	WERE	NOT	SIMPLY
87	THERE	WAS	INDEED
87	TIME	SHE	REACHED
87	MORE	THAN	TWELUE
87	MORE	THAN	BEFORE
87	MADE	HIM	FAMOUS
87	HAUE	NOT	WORCED
87	HAUE	NOT	CALLED
87	GOLF	AND	TENNIS
87	FOOD	AND	ENERGY
87	BEST	NEW	ARTIST
86	THINC	THAT	SOMEONE
86	THESE	ARE	ISSUES
86	THERE	WAS	BARELY
86	SAID	ONE	TESTER
86	PLEAD	NOT	GUILTY
86	DOWN	AND	CISSED
86	CNOW	YOU	BETTER
86	BREAD	AND	CHEESE
85	THOSE	WHO	SERUED
85	LAST	LO(I)NG	ENOUGH
85	HAUE	NOT	MISSED
85	GIUE	HIM	ANOTHER
85	BACC	WAS	TURNED
84	WHAT	THEY	LOOCED
84	WALC	YOU	THROUGH
84	THINC	TH(I)NGS	THROUGH
84	THERE	LO(I)NG	ENOUGH
84	LICE	YOU	SHOULD
84	CNEW	SHE	WANTED
83	WINE	AND	CHEESE
83	WHEN	THEY	RETIRE
83	WHAT	THEY	REGARD
83	THESE	ARE	SERIOUS
83	THERE	ARE	GROUPS
83	TELL	HIM	SOMETH(I)NG
83	SO(I)NGS	AND	DANCES
83	SISE	AND	NUMBER
83	FROM	REAL	ESTATE
83	DUMB	AND	DUMBER
82	WHEN	HIS	BROTHER
82	SALT	AND	GROUND
82	RAPE	AND	INCEST
81	THINC	THAT	SOMETH(I)NG
81	SIXTH	AND	SEUENTH
81	FROM	ALL	ACROSS
81	FAITH	AND	CREDIT
80	THEIR	OWN	REASONS
80	SHOW	YOU	AROUND
80	MORE	THAN	EIGHTY
80	LICE	THEY	SHOULD
80	INTO	REAL	ESTATE
80	HOLD	THAT	THOUGHT
80	FIRE	AND	POLICE
80	COPE	WITH	STRESS
79	WAIT	FOR	CUSTOM
79	HAUE	NOT	CAUGHT
79	CNOW	THIS	SOUNDS
78	WERE	ALL	AROUND
78	THERE	ARE	SCORES
78	THEIR	OWN	WEIGHT
78	STAY	FOR	DINNER
78	LIFE	HAD	BECOME
78	LAWN	AND	GARDEN
78	LAST	YEAR	BEFORE
78	FACT	THAT	SOMEONE
78	BACC	WITH	ANOTHER
77	THOSE	WITH	HIGHER
77	SPEAC	FOR	MYSELF
77	HERE	ANY	MINUTE
77	HAUE	ANY	ADUICE
76	WHEN	THEY	SHOWED
76	WHEN	SHE	STARTS
76	THERE	ARE	CHA(I)NGES
76	SAID	THEY	EXPECT
76	PINC	AND	YELLOW
76	OUER	AND	PICCED
76	HAUE	THAT	LUXURY
76	GLAD	YOU	CALLED
75	YOUR	OWN	LITTLE
75	THEIR	OWN	UOICES
75	SL(I)NGS	AND	ARROWS
75	ROOT	MEAN	SCWARE
75	READY	FOR	SOMETH(I)NG
75	HEART	BEAT	FASTER
75	HAUE	NOT	REACHED
75	GAUE	HIM	ANOTHER
75	FROM	LU(I)NG	CANCER
74	WILL	NOT	ALWAYS
74	WHEN	OIL	PRICES
74	WHAT	HAD	CAUSED
74	UPON	ONE	ANOTHER
74	THOSE	WHO	ATTEND
74	THEIR	OWN	CHOOS(I)NG
74	OUER	AND	LOOCED
74	LOOC	FOR	SOMEONE
74	LICE	THAT	HAPPEN
74	FROM	HIS	WALLET
74	FROM	HIS	SISTER
74	FIND	OUT	SOMETH(I)NG
73	WHEN	THEY	WORCED
73	OUER	ITS	NUCLEAR
73	ONLY	ONE	FACTOR
73	JUST	ONE	MINUTE
73	HAUE	ONE	PERSON
73	FROM	LO(I)NG	ISLAND
73	FROM	HIS	FRIEND
73	FIRE	THAT	CILLED
73	DOOR	WAS	OPENED
73	BEEN	GO(I)NG	AROUND
72	WHEN	HER	FAMILY
72	THINC	YOU	BETTER
72	THERE	WAS	CLEARLY
72	TELL	HER	SOMETH(I)NG
72	SAID	SHE	NEEDED
72	LEFT	FOR	SCHOOL
72	HURT	HER	FEEL(I)NGS
72	HAUE	NOT	LEARNED
72	EYES	AND	SMILED
72	BITS	PER	SECOND
71	WHEN	SHE	PICCED
71	WHAT	YOU	ALWAYS
71	WHAT	THEY	ALWAYS
71	THOSE	WHO	SHOULD
71	THOSE	WHO	REFUSE
71	THOSE	WHO	COMMIT
71	ONLY	HIS	SECOND
71	ONCE	AND	FUTURE
71	JUST	THAT	SIMPLE
71	JUST	ONE	LITTLE
71	HELP	THEM	THROUGH
71	HAUE	NOT	TALCED
71	HAUE	ANY	SPECIOL
71	HAUE	NOT	BOUGHT
71	GIUE	HER	SOMETH(I)NG
71	DEAL(I)NG	WITH	SOMETH(I)NG
71	BILL	WAS	PASSED
71	BACC	AND	CLOSED
70	WAIT	FOR	SOMEONE
70	RIDE	AND	HANDL(I)NG
70	PINC	AND	PURPLE
70	LOUE	WITH	ANOTHER
70	LICE	HIS	BROTHER
70	LEARN	NEW	SCILLS
70	HAUE	NOT	REACHED
69	WILL	RUN	THROUGH
69	WHEN	YOU	NEEDED
69	WEALTH	AND	STATUS
69	PAIN	AND	SWELL(I)NG
69	LICE	SHE	WANTED
69	LEAST	ONE	MEMBER
69	FROM	ANY	SOURCE
68	WINE	WITH	DINNER
68	WHEN	SHE	SHOULD
68	THESE	ARE	LITTLE
68	TOLD	HIS	FAMILY
68	SAYS	HIS	FRIEND
68	SAY(I)NG	THEY	SHOULD
68	LIUE	WITH	MYSELF
68	HEALTH	AND	DISEASE
68	HAUE	NOT	TURNED
68	BAIT	AND	SWITCH
67	WHEN	SHE	REACHES
67	WHAT	SHE	ALWAYS
67	THERE	AND	LISTEN
67	THEIR	OWN	SEXUAL
67	MUCH	HAD	CHA(I)NGED
67	MORE	THAN	SIMPLE
67	LEAST	TWO	REASONS
67	JUST	HOW	SERIOUS
67	HAUE	YOU	WORCED
67	HAUE	TWO	OPTIONS
67	GIUE	THEM	ANOTHER
67	DUR(I)NG	THIS	DECADE
67	BILL	THAT	PASSED
66	YEARS	AGO	BEFORE
66	WHEN	YOU	LEARNED
66	WHEN	THIS	OCCURS
66	WHEN	SHE	BOUGHT
66	WERE	NOT	MERELY
66	THOSE	WHO	INSIST
66	THINC	THEY	THOUGHT
66	THEIR	OWN	HOUSES
66	THEIR	OWN	BEHALF
66	TACE	LO(I)NG	BEFORE
66	SAID	YOU	SHOULD
66	SAID	HIS	BROTHER
66	RIS(I)NG	GAS	PRICES
66	NAME	WAS	CHA(I)NGED
66	MACE	ANY	CHA(I)NGES
66	HELP	THEM	BECOME
66	FEET	PER	MINUTE
66	COP(I)NG	WITH	STRESS
65	WHEN	THEY	FINISH
65	WHEN	THEY	CAUGHT
65	WHAT	SHE	LEARNED
65	WERE	NOT	AFRAID
65	THESE	ARE	PRETTY
65	NODS	AND	SMILES
65	LIFE	AND	THOUGHT
65	LATE	FOR	SCHOOL
65	FROM	HER	BROTHER
65	CNOW	YOU	SHOULD
64	THINC	SHE	WANTED
64	TELL	YOU	ANOTHER
64	ONLY	GET	BETTER
64	NOTH(I)NG	BUT	PRAISE
64	LOSE	HIS	TEMPER
64	LEFT	HIS	OFFICE
64	INTO	DO(I)NG	SOMETH(I)NG
64	HURT	HIS	FEEL(I)NGS
64	HELP	YOU	CHOOSE
64	HAUE	YOU	CALLED
64	FROM	ONE	CORNER
64	DOOR	AND	WINDOW
63	WORD	GOT	AROUND
63	NEED	FOR	REFORM
63	MUCH	FOR	WATCH(I)NG
63	LOOC	AND	LISTEN
63	IDEAS	AND	UALUES
63	BREAC	NEW	GROUND
62	WHEN	ONE	PERSON
62	WERE	BE(I)NG	CILLED
62	UOTE	FOR	SOMEONE
62	SURE	THAT	NOBODY
62	SAY(I)NG	YOU	SHOULD
62	SAID	THEY	NEEDED
62	LIFE	AND	LEGACY
62	JUST	TWO	BLOCCS
62	HAUE	ANY	RIGHTS
62	GIUE	YOU	ENOUGH
62	FROM	YET	ANOTHER
62	FROM	HIS	FELLOW
62	BLUE	AND	PURPLE
61	WORC	AND	SCHOOL
61	WHEN	THEY	FAILED
61	THOSE	WHO	NEEDED
61	THESE	TH(I)NGS	BEFORE
61	THERE	WAS	NEITHER
61	THEIR	OWN	LEADERS
61	ROOM	FOR	ANOTHER
61	HELP	YOU	FIGURE
61	HAUE	LO(I)NG	ARGUED
61	FROM	HIS	EARLIER
61	ALSO	HAS	BECOME
60	WHEN	THAT	FAILED
60	WHAT	YOU	CHOOSE
60	THOSE	TH(I)NGS	HAPPEN
60	SAYS	THEY	SHOULD
60	HERE	FOR	ANOTHER
60	HALF	THAT	AMOUNT
60	FROM	HER	GARDEN
60	FROM	DO(I)NG	SOMETH(I)NG
60	FIND	HIM	GUILTY
60	DUST	AND	DEBRIS
60	DUR(I)NG	HIS	SPEECH
59	WHEN	YOU	WANTED
59	WHEN	YOU	RETIRE
59	WHEN	YOU	MENTION
59	WHEN	THEY	SIGNED
59	WHAT	YOU	NEEDED
59	WHAT	HAS	ALWAYS
59	TIME	FOR	MYSELF
59	SAID	SHE	SHOULD
59	OUER	AND	CISSES
59	OTHER	AGE	GROUPS
59	ONLY	TWO	STATES
59	JUST	NOT	SOMETH(I)NG
59	HELP	YOU	THROUGH
59	G(I)NGER	AND	GARLIC
59	DOOR	AND	TURNED
58	WHEN	HER	BROTHER
58	WERE	NOT	ALREADY
58	WARM	AND	INUIT(I)NG
58	THERE	AND	LOOCED
58	SEEN	YOU	BEFORE
58	SAID	AND	TURNED
58	ONLY	ONE	ANSWER
58	MORE	THAN	NINETY
58	LIONS	AND	TIGERS
58	LAND	USE	PLANN(I)NG
58	HAUE	THAT	HAPPEN
58	HAUE	THAT	EFFECT
58	HAUE	TOO	LITTLE
58	HAND	AND	LOOCED
58	GIUE	THEM	ENOUGH
58	FROM	ANY	NUMBER
58	FACT	THAT	NEITHER
58	DUR(I)NG	HER	TENURE
58	DOWN	OUR	THROATS
58	BOWL	WITH	RUBBER
58	BEANS	ARE	TENDER
58	BACC	AND	STARED
57	WHEAT	AND	BARLEY
57	WHEN	THEY	DECIDE
57	WHAT	HAD	SEEMED
57	THOSE	WHO	FAILED
57	THOSE	THAT	REMAIN
57	THEIR	OWN	CHOICE
57	SNOW	HAD	FALLEN
57	SAYS	ONE	FORMER
57	ROOM	AND	LOOCED
57	RICH	AND	UARIED
57	RACE	AND	RACISM
57	ONLY	ONE	PARENT
57	NEED	FOR	SPECIOL
57	JOBS	ARE	CREATED
57	INTO	HIS	COFFEE
57	FROM	HIS	WINDOW
57	FROM	HER	NATIUE
57	FIRM	THAT	TRACCS
57	EARLY	AND	MIDDLE
57	DARC	AND	STORMY
57	CORN	AND	SOYBEAN
57	COOC	FOR	ANOTHER
57	CNEW	ONE	ANOTHER
57	AMO(I)NG	HIS	FELLOW
56	WHEN	YOU	FACTOR
56	WERE	NOT	LICELY
56	THOSE	WHO	SIMPLY
56	THESE	TWO	LITTLE
56	THESE	TWO	ISSUES
56	THERE	FOR	ANOTHER
56	THERE	ARE	DA(I)NGERS
56	SOME	NEW	CLOTHES
