Count from total of 128125547 word 3-grams
1131	YORC	STOCC	EXCHA(I)NGE
56	THEIR	FIRST	LA(I)NGUAGE
55	THEIR	HOMES	BECAUSE
55	THEIR	FIRST	GLIMPSE
55	HAUE	TACEN	CONTROL
55	COME	UNDER	INCREAS(I)NG
54	YOUR	EMAIL	ADDRESS
54	WERE	CWITE	SIMILAR
54	THREE	GAMES	AGAINST
54	THEIR	PHONE	NUMBERS
53	THOSE	WHOSE	PARENTS
53	SOME	LEGAL	EXPERTS
53	PEACE	TREATY	BETWEEN
53	GOOD	ABOUT	HIMSELF
52	WIDE	LOCAL	EXCISION
52	THEIR	HANDS	TOGETHER
52	LAST	SEASON	BECAUSE
51	UERY	STRO(I)NG	POSITION
50	YOUR	DAILY	ROUTINE
50	UERY	SMALL	AMOUNTS
49	WHEN	PEOPLE	STARTED
49	WERE	TACEN	HOSTAGE
49	UERY	STRO(I)NG	MESSAGE
49	TIME	SPENT	TOGETHER
49	ONLY	SMALL	AMOUNTS
48	THESE	PEOPLE	BECAUSE
48	MANY	MUSIC	TEACHERS
47	YOUR	LOCAL	STATIONS
47	WERE	CLOSE	FRIENDS
47	THINC	ABOUT	EUERYTH(I)NG
47	THEIR	FIRST	BIRTHDAY
47	OTHER	PEOPLE	BECAUSE
47	CARE	SOCIOL	WORCERS
46	WERE	FILED	AGAINST
46	TOOC	PLACE	OUTSIDE
46	HERE	TODAY	BECAUSE
46	CIDS	WHOSE	PARENTS
46	AMO(I)NG	SOCIOL	WORCERS
45	UERY	CLOSE	TOGETHER
45	THEIR	FIRST	PRIORITY
45	THEIR	FIRST	PLAYOFF
45	LAST	CNOWN	ADDRESS
45	HAUE	NEARLY	DOUBLED
45	DAYS	AFTER	SURGERY
45	COOC	UNTIL	BROWNED
45	ALSO	WOULD	RECWIRE
42	LAST	NIGHT	BECAUSE
41	THEIR	F(I)NGERS	CROSSED
41	SUCH	LARGE	NUMBERS
41	HAUE	STRO(I)NG	OPINIONS
40	HAUE	MIXED	EMOTIONS
40	HAUE	LIUED	TOGETHER
39	YOUR	BLOOD	UESSELS
39	UERY	STRO(I)NG	SUPPORT
39	THEIR	CLOSE	FRIENDS
39	TASC	FORCE	MEMBERS
39	NOTH(I)NG	LASTS	FOREUER
39	MOST	UOCAL	CRITICS
39	HAUE	NEUER	STOPPED
39	EARLY	WARN(I)NG	SYSTEMS
39	BACE	UNTIL	LIGHTLY
39	BACC	UNDER	CONTROL
38	YOUR	F(I)NGERS	CROSSED
38	UERY	STRO(I)NG	OPINIONS
38	RISE	UNTIL	DOUBLED
38	MUST	GUARD	AGAINST
38	MACE	TOUGH	CHOICES
38	DAYS	MAJOR	STORIES
38	BEEN	FOUND	BETWEEN
38	AMO(I)NG	GROUP	MEMBERS
37	WILL	NEUER	RECOUER
37	THEIR	DAILY	ROUTINE
37	TACE	PLACE	OUTSIDE
37	BR(I)NGS	PEOPLE	TOGETHER
36	WHAT	PEOPLE	BELIEUE
36	THEIR	BACCS	AGAINST
36	TALC	ABOUT	BECAUSE
36	JUST	LOOC(I)NG	FORWARD
36	HAUE	SPENT	DECADES
36	GOOD	ABOUT	HERSELF
36	BEEN	GROW(I)NG	STEADILY
35	WORD	SPREAD	CWICCLY
35	WHEN	LARGE	NUMBERS
35	SOME	BOARD	MEMBERS
35	PLAN	WOULD	RECWIRE
35	MORE	CWICC	CWESTION
35	EUEN	THOUGH	SEUERAL
35	CELL	PHONE	SERUICE
34	WHEN	TACEN	TOGETHER
34	WERE	ALONE	TOGETHER
34	HAUE	TOTAL	CONTROL
34	EUEN	SMALL	AMOUNTS
33	WERE	NOTED	BETWEEN
33	WERE	NEUER	MARRIED
33	WERE	NEUER	ALLOWED
33	THESE	MIGHT	INCLUDE
33	MANY	LEGAL	EXPERTS
33	LAST	CWICC	CWESTION
33	HAUE	TRIED	EUERYTH(I)NG
33	COOC	UNTIL	LIGHTLY
33	BOWL	UNTIL	BLENDED
32	UERY	SMALL	FRACTION
32	THESE	WOULD	INCLUDE
32	THEIR	LIUES	FOREUER
32	TEACH	SOCIOL	STUDIES
32	SOME	TOUGH	CHOICES
32	ONLY	EIGHT	PERCENT
32	MORE	SOCIOL	SUPPORT
32	LOUE	STORY	BETWEEN
32	COM(I)NG	UNDER	INCREAS(I)NG
31	YORC	STATE	SUPREME
31	WERE	SITT(I)NG	TOGETHER
31	THREE	OLDER	BROTHERS
31	TALC	ABOUT	TONIGHT
31	OUER	AGAIN	BECAUSE
31	HOME	GAMES	AGAINST
31	COME	UNDER	INTENSE
30	YOUR	FINAL	THOUGHTS
30	WELL	UNDER	CONTROL
30	UERY	CLOSE	ELECTION
30	THEIR	SOCIOL	STUDIES
30	OUER	ROUGH	TERRAIN
30	MOST	HOTLY	DEBATED
30	MORE	MONEY	BECAUSE
30	LAST	NIGHT	TOGETHER
30	FROM	HUMAN	EMBRYOS
30	CNOW	WHERE	EUERYTH(I)NG
30	ALSO	HELPS	PREUENT
29	UERY	FIRST	CWESTION
29	TALC	ABOUT	ABORTION
29	SOON	FOUND	HERSELF
29	ONLY	UNDER	CERTAIN
29	MACE	PEOPLE	BELIEUE
29	HELP	SOCIOL	WORCERS
29	HAUE	SPENT	MILLIONS
29	HAUE	NEUER	WRITTEN
29	HAUE	GROWN	RAPIDLY
29	FROM	CIUIL	SOCIETY
29	DEEP	SPACE	NETWORC
29	BICE	ROCCS	BECAUSE
29	BEEN	WORC(I)NG	CLOSELY
28	YOUR	LOCAL	GROCERY
28	WELL	ABOUE	AUERAGE
28	SAND	DUNES	NATIONAL
28	NEWS	SENIOR	JUDICIOL
28	MANY	STAFF	MEMBERS
28	MACE	SENSE	BECAUSE
28	JUST	UNTIL	MIXTURE
28	JUST	AFTER	SUNRISE
28	HAUE	RISEN	STEADILY
28	HAUE	LUNCH	TOGETHER
28	GIRL	SCOUT	COOCIES
28	FULL	SCWAD	WORCOUT
28	FROM	SOCIOL	WORCERS
28	CALL	SEEC(I)NG	COMMENT
27	WILL	NEUER	REPLACE
27	WILL	NEUER	BELIEUE
27	WHAT	OFTEN	HAPPENS
27	WERE	PUTT(I)NG	TOGETHER
27	THREE	STARS	SERUICE
27	THEIR	FIRST	ATTEMPT
27	TALC	ABOUT	WELFARE
27	SOME	POINT	BETWEEN
27	SAYS	STUDY	COAUTHOR
27	ROAD	GAMES	AGAINST
27	OTHER	URBAN	CENTERS
27	OTHER	SOLAR	SYSTEMS
27	OTHER	MUSIC	TEACHERS
27	ONLY	SLIDE	ENTRIES
27	INTO	CLOSE	CONTACT
27	HAUE	RISEN	SHARPLY
27	FROM	LOCAL	FARMERS
27	FOUR	GAMES	AGAINST
27	CEPT	UNDER	CONTROL
27	CEPT	TELL(I)NG	HERSELF
27	CASE	STUDY	RESEARCH
27	BEEN	TACEN	HOSTAGE
27	BEEN	CLOSE	FRIENDS
27	BEEN	BADLY	DAMAGED
26	WILL	NEUER	ACHIEUE
26	WIFE	CNOWS	EUERYTH(I)NG
26	THEIR	OLDER	BROTHERS
26	TOOC	ACTION	AGAINST
26	STIR	UNTIL	BLENDED
26	SOME	STAFF	MEMBERS
26	SENT	MIXED	SIGNALS
26	ONLY	SEUEN	PERCENT
26	ONLY	AFTER	SEUERAL
26	HOME	EUERY	WEECEND
26	HAUE	LARGE	NUMBERS
26	CEPT	TELL(I)NG	HIMSELF
25	YOU(I)NG	PEOPLE	BECAUSE
25	WERE	UPSET	BECAUSE
25	WERE	STILL	UISIBLE
25	WERE	RUNN(I)NG	AGAINST
25	WERE	LATER	DROPPED
25	UERY	STRO(I)NG	ECONOMY
25	THEIR	FIRST	NATIONAL
25	TRUTH	ABOUT	HIMSELF
25	TINY	BLOOD	UESSELS
25	TACE	PLACE	BECAUSE
25	SOME	SOCIOL	WORCERS
25	SOME	PEOPLE	SUGGEST
25	OTHER	SOCIOL	SERUICE
25	MUCH	LOOC(I)NG	FORWARD
25	MOST	MUSIC	TEACHERS
25	LICE	PUTT(I)NG	TOGETHER
25	HAUE	FOUND	HIMSELF
25	FROM	BASIC	RESEARCH
25	CELL	PHONE	NUMBERS
25	BEEN	TACEN	AGAINST
25	BEEN	HOTLY	DEBATED
25	ALSO	HELPS	EXPLAIN
